#,Address,Source,Scoreboard Dependencies,Live Registers,Warp Stall Sampling (All Samples),Instruction Category,Instructions Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Wavefronts Shared Excessive,L2 Theoretical Sectors Global Excessive,Register Dependencies,Predicate Dependencies,Uniform Register Dependencies,Uniform Predicate Dependencies
,,matrixMulRegister
742,0000000b 00e75150,"      FADD R40, R40, R5",0,37,,Floating Point,32768,32,,,,,,,,,
743,0000000b 00e75160,"      FADD R16, R9, R29",0,37,1,Floating Point,32768,32,,,,,,,,,
744,0000000b 00e75170,"      FADD R19, R12, R29",0,38,1,Floating Point,32768,32,,,,,,,,,
745,0000000b 00e75180,"      LDS.128 R4, [R37+0x150]",0,42,6,Load/Store,32768,32,Shared,Load,128,,,,,,
746,0000000b 00e75190,"      FADD R11, R17, R16",0,43,10,Floating Point,32768,32,,,,,,,,,
747,0000000b 00e751a0,"      FADD R32, R32, R19",0,41,2,Floating Point,32768,32,,,,,,,,,
748,0000000b 00e751b0,"      LDS R42, [R0.X16+0x1a4c]",0,41,,Load/Store,32768,32,Shared,Load,32,,,,,,
749,0000000b 00e751c0,"      LDS.128 R16, [R0.X16+0x1a50]",0,45,23,Load/Store,32768,32,Shared,Load,128,,,,,,
750,0000000b 00e751d0,"      FADD R44, R13, R29",0,45,2,Floating Point,32768,32,,,,,,,,,
751,0000000b 00e751e0,"      FADD R10, R45, R10",0,44,2,Floating Point,32768,32,,,,,,,,,
752,0000000b 00e751f0,"      FADD R8, R8, R4",0,43,80,Floating Point,32768,32,,,,,,,,,
753,0000000b 00e75200,"      FADD R9, R4, R9",0,43,3,Floating Point,32768,32,,,,,,,,,
754,0000000b 00e75210,"      FADD R12, R12, R4",0,43,4,Floating Point,32768,32,,,,,,,,,
755,0000000b 00e75220,"      FADD R29, R4, R13",0,44,1,Floating Point,32768,32,,,,,,,,,
756,0000000b 00e75230,"      FADD R33, R33, R8",0,42,1,Floating Point,32768,32,,,,,,,,,
757,0000000b 00e75240,"      FADD R4, R26, R9",0,42,1,Floating Point,32768,32,,,,,,,,,
758,0000000b 00e75250,"      FADD R9, R16, R15",0,41,45,Floating Point,32768,32,,,,,,,,,
759,0000000b 00e75260,"      FADD R8, R15, R17",0,42,,Floating Point,32768,32,,,,,,,,,
760,0000000b 00e75270,"      FADD R13, R27, R12",0,43,,Floating Point,32768,32,,,,,,,,,
761,0000000b 00e75280,"      FADD R12, R34, R29",0,42,2,Floating Point,32768,32,,,,,,,,,
762,0000000b 00e75290,"      FADD R28, R28, R9",0,40,2,Floating Point,32768,32,,,,,,,,,
763,0000000b 00e752a0,"      FADD R27, R43, R8",0,40,1,Floating Point,32768,32,,,,,,,,,
764,0000000b 00e752b0,"      FADD R19, R16, R5",0,39,4,Floating Point,32768,32,,,,,,,,,
765,0000000b 00e752c0,"      FADD R9, R18, R5",0,40,,Floating Point,32768,32,,,,,,,,,
766,0000000b 00e752d0,"      FADD R8, R16, R30",0,41,,Floating Point,32768,32,,,,,,,,,
767,0000000b 00e752e0,"      FADD R29, R42, R15",0,42,1,Floating Point,32768,32,,,,,,,,,
768,0000000b 00e752f0,"      FADD R43, R4, R19",0,43,4,Floating Point,32768,32,,,,,,,,,
769,0000000b 00e75300,"      FADD R4, R17, R5",0,42,7,Floating Point,32768,32,,,,,,,,,
770,0000000b 00e75310,"      FADD R12, R12, R9",0,42,4,Floating Point,32768,32,,,,,,,,,
771,0000000b 00e75320,"      FADD R19, R11, R8",0,42,5,Floating Point,32768,32,,,,,,,,,
772,0000000b 00e75330,"      FADD R29, R10, R29",0,40,1,Floating Point,32768,32,,,,,,,,,
773,0000000b 00e75340,"      FADD R34, R42, R5",0,40,4,Floating Point,32768,32,,,,,,,,,
774,0000000b 00e75350,"      FADD R26, R15, R18",0,40,3,Floating Point,32768,32,,,,,,,,,
775,0000000b 00e75360,"      FADD R5, R17, R30",0,40,2,Floating Point,32768,32,,,,,,,,,
776,0000000b 00e75370,"      LDS.128 R8, [R37+0xd0]",0,44,5,Load/Store,32768,32,Shared,Load,128,,,,,,
777,0000000b 00e75380,"      FADD R13, R13, R4",0,44,5,Floating Point,32768,32,,,,,,,,,
778,0000000b 00e75390,"      FADD R26, R35, R26",0,43,1,Floating Point,32768,32,,,,,,,,,
779,0000000b 00e753a0,"      FADD R4, R32, R5",0,43,5,Floating Point,32768,32,,,,,,,,,
780,0000000b 00e753b0,"      FADD R15, R33, R34",0,42,,Floating Point,32768,32,,,,,,,,,
781,0000000b 00e753c0,"      LDS.128 R32, [R0.X16+0x1ad0]",0,44,31,Load/Store,32768,32,Shared,Load,128,,,,,,
782,0000000b 00e753d0,"      FADD R41, R41, R44",0,44,,Floating Point,32768,32,,,,,,,,,
783,0000000b 00e753e0,"      FADD R44, R18, R30",0,44,1,Floating Point,32768,32,,,,,,,,,
784,0000000b 00e753f0,"      FADD R30, R42, R30",0,44,5,Floating Point,32768,32,,,,,,,,,
785,0000000b 00e75400,"      FADD R5, R23, R30",0,45,39,Floating Point,32768,32,,,,,,,,,
786,0000000b 00e75410,"      FADD R41, R41, R44",0,43,2,Floating Point,32768,32,,,,,,,,,
787,0000000b 00e75420,"      FADD R23, R42, R8",0,43,47,Floating Point,32768,32,,,,,,,,,
788,0000000b 00e75430,"      FADD R16, R16, R8",0,42,1,Floating Point,32768,32,,,,,,,,,
789,0000000b 00e75440,"      FADD R17, R8, R17",0,42,3,Floating Point,32768,32,,,,,,,,,
790,0000000b 00e75450,"      FADD R45, R8, R18",0,43,4,Floating Point,32768,32,,,,,,,,,
791,0000000b 00e75460,"      FADD R22, R22, R23",0,41,1,Floating Point,32768,32,,,,,,,,,
792,0000000b 00e75470,"      FADD R16, R21, R16",0,40,7,Floating Point,32768,32,,,,,,,,,
793,0000000b 00e75480,"      FADD R21, R32, R9",0,40,58,Floating Point,32768,32,,,,,,,,,
794,0000000b 00e75490,"      FADD R23, R33, R9",0,41,2,Floating Point,32768,32,,,,,,,,,
795,0000000b 00e754a0,"      FADD R17, R40, R17",0,41,2,Floating Point,32768,32,,,,,,,,,
796,0000000b 00e754b0,"      FADD R14, R14, R45",0,40,2,Floating Point,32768,32,,,,,,,,,
797,0000000b 00e754c0,"      FADD R30, R34, R9",0,40,1,Floating Point,32768,32,,,,,,,,,
798,0000000b 00e754d0,"      FADD R45, R22, R21",0,41,,Floating Point,32768,32,,,,,,,,,
799,0000000b 00e754e0,"      FADD R44, R16, R23",0,40,3,Floating Point,32768,32,,,,,,,,,
800,0000000b 00e754f0,"      FADD R9, R35, R9",0,38,2,Floating Point,32768,32,,,,,,,,,
801,0000000b 00e75500,"      FADD R42, R32, R6",0,39,1,Floating Point,32768,32,,,,,,,,,
802,0000000b 00e75510,"      FADD R22, R34, R6",0,40,4,Floating Point,32768,32,,,,,,,,,
803,0000000b 00e75520,"      FADD R23, R35, R6",0,41,3,Floating Point,32768,32,,,,,,,,,
804,0000000b 00e75530,"      FADD R30, R17, R30",0,41,2,Floating Point,32768,32,,,,,,,,,
805,0000000b 00e75540,"      FADD R8, R33, R6",0,41,3,Floating Point,32768,32,,,,,,,,,
806,0000000b 00e75550,"      FADD R6, R32, R31",0,41,3,Floating Point,32768,32,,,,,,,,,
807,0000000b 00e75560,"      FADD R16, R33, R31",0,42,,Floating Point,32768,32,,,,,,,,,
808,0000000b 00e75570,"      FADD R17, R34, R31",0,43,2,Floating Point,32768,32,,,,,,,,,
809,0000000b 00e75580,"      FADD R9, R14, R9",0,43,2,Floating Point,32768,32,,,,,,,,,
810,0000000b 00e75590,"      FADD R42, R15, R42",0,42,,Floating Point,32768,32,,,,,,,,,
811,0000000b 00e755a0,"      FADD R22, R13, R22",0,41,4,Floating Point,32768,32,,,,,,,,,
812,0000000b 00e755b0,"      FADD R23, R12, R23",0,40,2,Floating Point,32768,32,,,,,,,,,
813,0000000b 00e755c0,"      LDS R21, [R0.X16+0x1b60]",0,40,1,Load/Store,32768,32,Shared,Load,32,,,,,,
814,0000000b 00e755d0,"      FADD R6, R5, R6",0,40,1,Floating Point,32768,32,,,,,,,,,
815,0000000b 00e755e0,"      LDS.128 R12, [R37+0x50]",0,43,48,Load/Store,32768,32,Shared,Load,128,,,,,,
816,0000000b 00e755f0,"      FADD R5, R19, R16",0,44,2,Floating Point,32768,32,,,,,,,,,
817,0000000b 00e75600,"      FADD R4, R4, R17",0,42,3,Floating Point,32768,32,,,,,,,,,
818,0000000b 00e75610,"      LDS.128 R16, [R0.X16+0x1b50]",0,45,13,Load/Store,32768,32,Shared,Load,128,,,,,,
819,0000000b 00e75620,"      FADD R40, R35, R31",0,45,2,Floating Point,32768,32,,,,,,,,,
820,0000000b 00e75630,"      FADD R41, R41, R40",0,44,35,Floating Point,32768,32,,,,,,,,,
821,0000000b 00e75640,"      FADD R8, R43, R8",0,43,1,Floating Point,32768,32,,,,,,,,,
822,0000000b 00e75650,"      FADD R32, R32, R12",0,42,77,Floating Point,32768,32,,,,,,,,,
823,0000000b 00e75660,"      FADD R33, R12, R33",0,42,3,Floating Point,32768,32,,,,,,,,,
824,0000000b 00e75670,"      FADD R34, R12, R34",0,42,1,Floating Point,32768,32,,,,,,,,,
825,0000000b 00e75680,"      FADD R29, R29, R32",0,42,15,Floating Point,32768,32,,,,,,,,,
826,0000000b 00e75690,"      FADD R28, R28, R33",0,41,3,Floating Point,32768,32,,,,,,,,,
827,0000000b 00e756a0,"      FADD R27, R27, R34",0,40,5,Floating Point,32768,32,,,,,,,,,
828,0000000b 00e756b0,"      FADD R40, R17, R13",0,40,34,Floating Point,32768,32,,,,,,,,,
829,0000000b 00e756c0,"      FADD R31, R13, R18",0,41,3,Floating Point,32768,32,,,,,,,,,
830,0000000b 00e756d0,"      FADD R16, R13, R19",0,42,1,Floating Point,32768,32,,,,,,,,,
831,0000000b 00e756e0,"      FADD R35, R12, R35",0,42,3,Floating Point,32768,32,,,,,,,,,
832,0000000b 00e756f0,"      FADD R40, R29, R40",0,41,6,Floating Point,32768,32,,,,,,,,,
833,0000000b 00e75700,"      FADD R32, R28, R31",0,41,3,Floating Point,32768,32,,,,,,,,,
834,0000000b 00e75710,"      FADD R43, R27, R16",0,40,3,Floating Point,32768,32,,,,,,,,,
835,0000000b 00e75720,"      FADD R16, R17, R10",0,39,1,Floating Point,32768,32,,,,,,,,,
836,0000000b 00e75730,"      FADD R29, R18, R10",0,40,1,Floating Point,32768,32,,,,,,,,,
837,0000000b 00e75740,"      FADD R31, R19, R10",0,41,,Floating Point,32768,32,,,,,,,,,
838,0000000b 00e75750,"      FADD R12, R26, R35",0,42,1,Floating Point,32768,32,,,,,,,,,
839,0000000b 00e75760,"      FADD R13, R21, R13",0,40,2,Floating Point,32768,32,,,,,,,,,
840,0000000b 00e75770,"      FADD R27, R45, R16",0,41,2,Floating Point,32768,32,,,,,,,,,
841,0000000b 00e75780,"      FADD R26, R44, R29",0,40,3,Floating Point,32768,32,,,,,,,,,
842,0000000b 00e75790,"      FADD R34, R30, R31",0,39,1,Floating Point,32768,32,,,,,,,,,
843,0000000b 00e757a0,"      FADD R16, R12, R13",0,38,4,Floating Point,32768,32,,,,,,,,,
844,0000000b 00e757b0,"      LDS.128 R28, [R37+0x1e0]",0,40,,Load/Store,32768,32,Shared,Load,128,,,,,,
845,0000000b 00e757c0,"      FADD R13, R17, R7",0,41,1,Floating Point,32768,32,,,,,,,,,
846,0000000b 00e757d0,"      FADD R10, R21, R10",0,41,2,Floating Point,32768,32,,,,,,,,,
847,0000000b 00e757e0,"      LDS R35, [R0.X16+0x1c5c]",0,42,54,Load/Store,32768,32,Shared,Load,32,,,,,,
848,0000000b 00e757f0,"      FADD R42, R42, R13",0,42,1,Floating Point,32768,32,,,,,,,,,
849,0000000b 00e75800,"      FADD R33, R9, R10",0,42,2,Floating Point,32768,32,,,,,,,,,
850,0000000b 00e75810,"      FADD R9, R18, R7",0,41,4,Floating Point,32768,32,,,,,,,,,
851,0000000b 00e75820,"      LDS.64 R12, [R0.X16+0x1bd8]",0,43,2,Load/Store,32768,32,Shared,Load,64,,,,,,
852,0000000b 00e75830,"      FADD R10, R8, R9",0,44,17,Floating Point,32768,32,,,,,,,,,
853,0000000b 00e75840,"      FADD R9, R19, R7",0,43,1,Floating Point,32768,32,,,,,,,,,
854,0000000b 00e75850,"      FADD R22, R22, R9",0,43,34,Floating Point,32768,32,,,,,,,,,
855,0000000b 00e75860,"      LDS.64 R8, [R0.X16+0x1be0]",0,44,11,Load/Store,32768,32,Shared,Load,64,,,,,,
856,0000000b 00e75870,"      FADD R44, R21, R7",0,45,5,Floating Point,32768,32,,,,,,,,,
857,0000000b 00e75880,"      FADD R17, R17, R28",0,44,22,Floating Point,32768,32,,,,,,,,,
858,0000000b 00e75890,"      FADD R18, R28, R18",0,44,2,Floating Point,32768,32,,,,,,,,,
859,0000000b 00e758a0,"      FADD R6, R6, R17",0,44,31,Floating Point,32768,32,,,,,,,,,
860,0000000b 00e758b0,"      FADD R17, R5, R18",0,44,3,Floating Point,32768,32,,,,,,,,,
861,0000000b 00e758c0,"      FADD R19, R28, R19",0,42,1,Floating Point,32768,32,,,,,,,,,
862,0000000b 00e758d0,"      FADD R5, R12, R14",0,43,21,Floating Point,32768,32,,,,,,,,,
863,0000000b 00e758e0,"      FADD R28, R21, R28",0,43,4,Floating Point,32768,32,,,,,,,,,
864,0000000b 00e758f0,"      FADD R21, R4, R19",0,43,10,Floating Point,32768,32,,,,,,,,,
865,0000000b 00e75900,"      FADD R40, R40, R5",0,41,,Floating Point,32768,32,,,,,,,,,
866,0000000b 00e75910,"      FADD R5, R14, R13",0,41,1,Floating Point,32768,32,,,,,,,,,
867,0000000b 00e75920,"      FADD R4, R12, R11",0,42,2,Floating Point,32768,32,,,,,,,,,
868,0000000b 00e75930,"      FADD R7, R13, R11",0,43,1,Floating Point,32768,32,,,,,,,,,
869,0000000b 00e75940,"      FADD R41, R41, R28",0,43,1,Floating Point,32768,32,,,,,,,,,
870,0000000b 00e75950,"      FADD R28, R32, R5",0,43,1,Floating Point,32768,32,,,,,,,,,
871,0000000b 00e75960,"      FADD R5, R14, R9",0,42,46,Floating Point,32768,32,,,,,,,,,
872,0000000b 00e75970,"      FADD R18, R9, R11",0,43,2,Floating Point,32768,32,,,,,,,,,
873,0000000b 00e75980,"      FADD R27, R27, R4",0,43,6,Floating Point,32768,32,,,,,,,,,
874,0000000b 00e75990,"      FADD R26, R26, R7",0,42,4,Floating Point,32768,32,,,,,,,,,
875,0000000b 00e759a0,"      FADD R4, R8, R14",0,42,1,Floating Point,32768,32,,,,,,,,,
876,0000000b 00e759b0,"      FADD R7, R8, R11",0,42,5,Floating Point,32768,32,,,,,,,,,
877,0000000b 00e759c0,"      FADD R19, R12, R29",0,42,1,Floating Point,32768,32,,,,,,,,,
878,0000000b 00e759d0,"      FADD R14, R16, R5",0,43,3,Floating Point,32768,32,,,,,,,,,
879,0000000b 00e759e0,"      FADD R33, R33, R18",0,41,2,Floating Point,32768,32,,,,,,,,,
880,0000000b 00e759f0,"      FADD R16, R13, R29",0,41,,Floating Point,32768,32,,,,,,,,,
881,0000000b 00e75a00,"      FADD R18, R8, R29",0,42,12,Floating Point,32768,32,,,,,,,,,
882,0000000b 00e75a10,"      FADD R32, R6, R19",0,43,3,Floating Point,32768,32,,,,,,,,,
883,0000000b 00e75a20,"      FADD R43, R43, R4",0,41,,Floating Point,32768,32,,,,,,,,,
884,0000000b 00e75a30,"      FADD R34, R34, R7",0,40,2,Floating Point,32768,32,,,,,,,,,
885,0000000b 00e75a40,"      LDS.128 R4, [R37+0x160]",0,43,37,Load/Store,32768,32,Shared,Load,128,,,,,,
886,0000000b 00e75a50,"      FADD R11, R17, R16",0,44,1,Floating Point,32768,32,,,,,,,,,
887,0000000b 00e75a60,"      FADD R21, R21, R18",0,42,4,Floating Point,32768,32,,,,,,,,,
888,0000000b 00e75a70,"      LDS.128 R16, [R0.X16+0x1c60]",0,45,11,Load/Store,32768,32,Shared,Load,128,,,,,,
889,0000000b 00e75a80,"      FADD R23, R23, R44",0,44,4,Floating Point,32768,32,,,,,,,,,
890,0000000b 00e75a90,"      FADD R44, R9, R29",0,44,2,Floating Point,32768,32,,,,,,,,,
891,0000000b 00e75aa0,"      FADD R41, R41, R44",0,43,37,Floating Point,32768,32,,,,,,,,,
892,0000000b 00e75ab0,"      FADD R13, R4, R13",0,42,58,Floating Point,32768,32,,,,,,,,,
893,0000000b 00e75ac0,"      FADD R29, R12, R4",0,43,,Floating Point,32768,32,,,,,,,,,
894,0000000b 00e75ad0,"      FADD R45, R8, R4",0,43,3,Floating Point,32768,32,,,,,,,,,
895,0000000b 00e75ae0,"      FADD R4, R4, R9",0,42,4,Floating Point,32768,32,,,,,,,,,
896,0000000b 00e75af0,"      FADD R8, R15, R17",0,42,40,Floating Point,32768,32,,,,,,,,,
897,0000000b 00e75b00,"      FADD R10, R10, R13",0,42,2,Floating Point,32768,32,,,,,,,,,
898,0000000b 00e75b10,"      FADD R19, R16, R5",0,42,1,Floating Point,32768,32,,,,,,,,,
899,0000000b 00e75b20,"      FADD R4, R23, R4",0,42,1,Floating Point,32768,32,,,,,,,,,
900,0000000b 00e75b30,"      FADD R23, R43, R8",0,42,4,Floating Point,32768,32,,,,,,,,,
901,0000000b 00e75b40,"      FADD R12, R42, R29",0,41,2,Floating Point,32768,32,,,,,,,,,
902,0000000b 00e75b50,"      FADD R43, R10, R19",0,40,3,Floating Point,32768,32,,,,,,,,,
903,0000000b 00e75b60,"      FADD R9, R16, R15",0,39,3,Floating Point,32768,32,,,,,,,,,
904,0000000b 00e75b70,"      FADD R8, R17, R5",0,40,3,Floating Point,32768,32,,,,,,,,,
905,0000000b 00e75b80,"      FADD R19, R18, R5",0,41,1,Floating Point,32768,32,,,,,,,,,
906,0000000b 00e75b90,"      FADD R10, R16, R30",0,42,2,Floating Point,32768,32,,,,,,,,,
907,0000000b 00e75ba0,"      FADD R29, R22, R45",0,43,1,Floating Point,32768,32,,,,,,,,,
908,0000000b 00e75bb0,"      FADD R13, R15, R18",0,42,,Floating Point,32768,32,,,,,,,,,
909,0000000b 00e75bc0,"      FADD R19, R4, R19",0,42,5,Floating Point,32768,32,,,,,,,,,
910,0000000b 00e75bd0,"      FADD R28, R28, R9",0,41,1,Floating Point,32768,32,,,,,,,,,
911,0000000b 00e75be0,"      FADD R29, R29, R8",0,40,2,Floating Point,32768,32,,,,,,,,,
912,0000000b 00e75bf0,"      FADD R22, R14, R13",0,40,1,Floating Point,32768,32,,,,,,,,,
913,0000000b 00e75c00,"      FADD R4, R11, R10",0,39,12,Floating Point,32768,32,,,,,,,,,
914,0000000b 00e75c10,"      FADD R15, R35, R15",0,37,2,Floating Point,32768,32,,,,,,,,,
915,0000000b 00e75c20,"      FADD R14, R17, R30",0,38,,Floating Point,32768,32,,,,,,,,,
916,0000000b 00e75c30,"      LDS.128 R8, [R37+0xe0]",0,42,3,Load/Store,32768,32,Shared,Load,128,,,,,,
917,0000000b 00e75c40,"      FADD R5, R35, R5",0,42,1,Floating Point,32768,32,,,,,,,,,
918,0000000b 00e75c50,"      FADD R40, R40, R15",0,42,1,Floating Point,32768,32,,,,,,,,,
919,0000000b 00e75c60,"      FADD R21, R21, R14",0,41,6,Floating Point,32768,32,,,,,,,,,
920,0000000b 00e75c70,"      FADD R44, R12, R5",0,41,41,Floating Point,32768,32,,,,,,,,,
921,0000000b 00e75c80,"      LDS.128 R12, [R0.X16+0x1ce0]",0,43,17,Load/Store,32768,32,Shared,Load,128,,,,,,
922,0000000b 00e75c90,"      FADD R42, R18, R30",0,44,1,Floating Point,32768,32,,,,,,,,,
923,0000000b 00e75ca0,"      FADD R5, R35, R30",0,45,5,Floating Point,32768,32,,,,,,,,,
924,0000000b 00e75cb0,"      FADD R41, R41, R42",0,44,25,Floating Point,32768,32,,,,,,,,,
925,0000000b 00e75cc0,"      FADD R5, R32, R5",0,43,2,Floating Point,32768,32,,,,,,,,,
926,0000000b 00e75cd0,"      FADD R30, R35, R8",0,43,42,Floating Point,32768,32,,,,,,,,,
927,0000000b 00e75ce0,"      FADD R35, R16, R8",0,43,3,Floating Point,32768,32,,,,,,,,,
928,0000000b 00e75cf0,"      FADD R17, R8, R17",0,42,,Floating Point,32768,32,,,,,,,,,
929,0000000b 00e75d00,"      FADD R8, R8, R18",0,42,3,Floating Point,32768,32,,,,,,,,,
930,0000000b 00e75d10,"      FADD R27, R27, R30",0,41,,Floating Point,32768,32,,,,,,,,,
931,0000000b 00e75d20,"      FADD R26, R26, R35",0,40,3,Floating Point,32768,32,,,,,,,,,
932,0000000b 00e75d30,"      FADD R46, R12, R9",0,40,56,Floating Point,32768,32,,,,,,,,,
933,0000000b 00e75d40,"      FADD R8, R33, R8",0,40,1,Floating Point,32768,32,,,,,,,,,
934,0000000b 00e75d50,"      FADD R33, R13, R9",0,40,,Floating Point,32768,32,,,,,,,,,
935,0000000b 00e75d60,"      FADD R17, R34, R17",0,40,4,Floating Point,32768,32,,,,,,,,,
936,0000000b 00e75d70,"      FADD R16, R14, R9",0,40,1,Floating Point,32768,32,,,,,,,,,
937,0000000b 00e75d80,"      FADD R46, R27, R46",0,40,1,Floating Point,32768,32,,,,,,,,,
938,0000000b 00e75d90,"      FADD R27, R15, R9",0,40,1,Floating Point,32768,32,,,,,,,,,
939,0000000b 00e75da0,"      FADD R42, R26, R33",0,40,2,Floating Point,32768,32,,,,,,,,,
940,0000000b 00e75db0,"      FADD R33, R12, R6",0,39,2,Floating Point,32768,32,,,,,,,,,
941,0000000b 00e75dc0,"      FADD R9, R17, R16",0,40,3,Floating Point,32768,32,,,,,,,,,
942,0000000b 00e75dd0,"      FADD R16, R13, R6",0,39,1,Floating Point,32768,32,,,,,,,,,
943,0000000b 00e75de0,"      FADD R18, R14, R6",0,40,3,Floating Point,32768,32,,,,,,,,,
944,0000000b 00e75df0,"      FADD R26, R15, R6",0,41,2,Floating Point,32768,32,,,,,,,,,
945,0000000b 00e75e00,"      FADD R30, R44, R33",0,41,2,Floating Point,32768,32,,,,,,,,,
946,0000000b 00e75e10,"      FADD R8, R8, R27",0,39,2,Floating Point,32768,32,,,,,,,,,
947,0000000b 00e75e20,"      FADD R33, R13, R31",0,39,4,Floating Point,32768,32,,,,,,,,,
948,0000000b 00e75e30,"      FADD R27, R43, R16",0,40,2,Floating Point,32768,32,,,,,,,,,
949,0000000b 00e75e40,"      FADD R29, R29, R18",0,38,1,Floating Point,32768,32,,,,,,,,,
950,0000000b 00e75e50,"      FADD R26, R19, R26",0,37,1,Floating Point,32768,32,,,,,,,,,
951,0000000b 00e75e60,"      LDS.128 R16, [R37+0x60]",0,40,37,Load/Store,32768,32,Shared,Load,128,,,,,,
952,0000000b 00e75e70,"      FADD R4, R4, R33",0,40,2,Floating Point,32768,32,,,,,,,,,
953,0000000b 00e75e80,"      FADD R6, R12, R31",0,40,2,Floating Point,32768,32,,,,,,,,,
954,0000000b 00e75e90,"      LDS.128 R32, [R0.X16+0x1d60]",0,44,11,Load/Store,32768,32,Shared,Load,128,,,,,,
955,0000000b 00e75ea0,"      FADD R5, R5, R6",0,43,17,Floating Point,32768,32,,,,,,,,,
956,0000000b 00e75eb0,"      FADD R6, R14, R31",0,43,4,Floating Point,32768,32,,,,,,,,,
957,0000000b 00e75ec0,"      FADD R6, R21, R6",0,43,36,Floating Point,32768,32,,,,,,,,,
958,0000000b 00e75ed0,"      LDS R21, [R0.X16+0x1d70]",0,43,10,Load/Store,32768,32,Shared,Load,32,,,,,,
959,0000000b 00e75ee0,"      FADD R44, R15, R31",0,44,1,Floating Point,32768,32,,,,,,,,,
960,0000000b 00e75ef0,"      FADD R41, R41, R44",0,43,40,Floating Point,32768,32,,,,,,,,,
961,0000000b 00e75f00,"      FADD R31, R12, R16",0,43,27,Floating Point,32768,32,,,,,,,,,
962,0000000b 00e75f10,"      FADD R13, R16, R13",0,42,3,Floating Point,32768,32,,,,,,,,,
963,0000000b 00e75f20,"      FADD R15, R16, R15",0,42,4,Floating Point,32768,32,,,,,,,,,
964,0000000b 00e75f30,"      FADD R14, R16, R14",0,42,1,Floating Point,32768,32,,,,,,,,,
965,0000000b 00e75f40,"      FADD R31, R40, R31",0,41,3,Floating Point,32768,32,,,,,,,,,
966,0000000b 00e75f50,"      FADD R13, R28, R13",0,40,1,Floating Point,32768,32,,,,,,,,,
967,0000000b 00e75f60,"      FADD R12, R33, R17",0,40,27,Floating Point,32768,32,,,,,,,,,
968,0000000b 00e75f70,"      FADD R44, R17, R34",0,41,1,Floating Point,32768,32,,,,,,,,,
969,0000000b 00e75f80,"      FADD R22, R22, R15",0,41,2,Floating Point,32768,32,,,,,,,,,
970,0000000b 00e75f90,"      FADD R14, R23, R14",0,40,2,Floating Point,32768,32,,,,,,,,,
971,0000000b 00e75fa0,"      FADD R45, R31, R12",0,40,2,Floating Point,32768,32,,,,,,,,,
972,0000000b 00e75fb0,"      FADD R44, R13, R44",0,38,1,Floating Point,32768,32,,,,,,,,,
973,0000000b 00e75fc0,"      FADD R13, R33, R10",0,38,1,Floating Point,32768,32,,,,,,,,,
974,0000000b 00e75fd0,"      FADD R15, R34, R10",0,39,2,Floating Point,32768,32,,,,,,,,,
975,0000000b 00e75fe0,"      FADD R12, R35, R10",0,40,2,Floating Point,32768,32,,,,,,,,,
976,0000000b 00e75ff0,"      FADD R43, R17, R35",0,41,2,Floating Point,32768,32,,,,,,,,,
977,0000000b 00e76000,"      FADD R23, R33, R7",0,42,4,Floating Point,32768,32,,,,,,,,,
978,0000000b 00e76010,"      FADD R17, R21, R17",0,42,25,Floating Point,32768,32,,,,,,,,,
979,0000000b 00e76020,"      FADD R32, R46, R13",0,43,,Floating Point,32768,32,,,,,,,,,
980,0000000b 00e76030,"      FADD R43, R14, R43",0,42,,Floating Point,32768,32,,,,,,,,,
981,0000000b 00e76040,"      FADD R40, R42, R15",0,42,1,Floating Point,32768,32,,,,,,,,,
982,0000000b 00e76050,"      FADD R9, R9, R12",0,40,3,Floating Point,32768,32,,,,,,,,,
983,0000000b 00e76060,"      LDS.128 R12, [R37+0x1f0]",0,43,34,Load/Store,32768,32,Shared,Load,128,,,,,,
984,0000000b 00e76070,"      FADD R42, R22, R17",0,44,1,Floating Point,32768,32,,,,,,,,,
985,0000000b 00e76080,"      FADD R30, R30, R23",0,42,1,Floating Point,32768,32,,,,,,,,,
986,0000000b 00e76090,"      FADD R17, R21, R10",0,42,1,Floating Point,32768,32,,,,,,,,,
987,0000000b 00e760a0,"      LDS.64 R22, [R0.X16+0x1de8]",0,43,2,Load/Store,32768,32,Shared,Load,64,,,,,,
988,0000000b 00e760b0,"      FADD R8, R8, R17",0,43,17,Floating Point,32768,32,,,,,,,,,
989,0000000b 00e760c0,"      LDS.64 R16, [R0.X16+0x1df0]",0,44,12,Load/Store,32768,32,Shared,Load,64,,,,,,
990,0000000b 00e760d0,"      FADD R10, R34, R7",0,45,1,Floating Point,32768,32,,,,,,,,,
991,0000000b 00e760e0,"      FADD R27, R27, R10",0,45,36,Floating Point,32768,32,,,,,,,,,
992,0000000b 00e760f0,"      FADD R10, R35, R7",0,45,2,Floating Point,32768,32,,,,,,,,,
993,0000000b 00e76100,"      FADD R31, R21, R7",0,46,1,Floating Point,32768,32,,,,,,,,,
994,0000000b 00e76110,"      FADD R29, R29, R10",0,45,26,Floating Point,32768,32,,,,,,,,,
995,0000000b 00e76120,"      FADD R31, R26, R31",0,44,3,Floating Point,32768,32,,,,,,,,,
996,0000000b 00e76130,"      FADD R10, R33, R12",0,44,29,Floating Point,32768,32,,,,,,,,,
997,0000000b 00e76140,"      FADD R7, R12, R34",0,44,2,Floating Point,32768,32,,,,,,,,,
